Date,high,low,open,price,volume,adj close,sma10,ema20,ema30,rsi,macd,lag1,lag5,lag10,signal,positions
2017-02-14,126.06999969482422,125.2699966430664,125.5,125.80999755859375,2663100.0,115.30608367919922,124.5239990234375,123.56382891702275,122.48033294677734,75.04173016391034,0.9601701064147505,0.26999664306640625,1.220001220703125,3.2399978637695312,1,
2017-02-15,126.79000091552734,125.44999694824219,125.66000366210938,126.4800033569336,2974900.0,115.9201431274414,124.92999954223633,123.84155981606187,122.73837619904549,77.78773208010693,1.0884397261744567,0.6700057983398438,1.8100051879882812,4.060005187988281,1,0.0
2017-02-16,127.81999969482422,126.30999755859375,126.75,126.69999694824219,3006000.0,116.12178039550781,125.27799911499024,124.11379192388857,122.99396463447755,78.61953355771394,1.1642071911016671,0.21999359130859375,2.2199935913085938,3.4799957275390625,1,0.0
2017-02-17,127.87999725341797,126.68000030517578,126.77999877929688,127.80000305175781,3677400.0,117.12995147705078,125.63399963378906,124.46485965035231,123.3040316291408,82.20739780244823,1.1691399834367502,1.100006103515625,1.9800033569335938,3.5600051879882812,1,0.0
2017-02-21,128.32000732421875,127.16000366210938,127.16000366210938,128.0399932861328,4495200.0,117.34989166259766,125.99299926757813,124.8053485680457,123.60957754249513,82.88230979778166,1.1876506995324263,0.239990234375,2.4999923706054688,3.589996337890625,1,0.0
2017-02-22,128.11000061035156,126.4000015258789,127.5199966430664,127.8499984741211,3670700.0,117.17576599121094,126.31899948120117,125.09531522576717,123.883153086471,80.28586192494673,1.2236842554340086,-0.18999481201171875,2.0400009155273438,3.2600021362304688,1,0.0
2017-02-23,128.89999389648438,127.44000244140625,127.93000030517578,128.27000427246094,3178000.0,117.5606918334961,126.67900009155274,125.39766656354752,124.16617574363164,81.65408047308225,1.28133352800522,0.42000579833984375,1.7900009155273438,3.600006103515625,1,0.0
2017-02-24,128.74000549316406,127.75,128.36000061035156,128.64999389648438,3537200.0,117.90895080566406,127.09599914550782,125.70741202382722,124.45545433413828,82.81606773464613,1.388587121680601,0.3799896240234375,1.9499969482421875,4.169990539550781,1,0.0
2017-02-27,127.75,126.77999877929688,127.68000030517578,126.98999786376953,5184000.0,117.24420928955078,127.21299896240234,125.82956305620267,124.61897327153385,63.80398543381096,1.383435906199665,-1.6599960327148438,-0.8100051879882812,1.1699981689453125,1,0.0
2017-02-28,127.93000030517578,126.58000183105469,127.08000183105469,127.6500015258789,4619300.0,117.85356903076172,127.4239990234375,126.0029381485528,124.8145234814916,67.04350139056768,1.4210608748847022,0.660003662109375,-0.38999176025390625,2.1100006103515625,1,0.0
2017-03-01,130.0,127.62000274658203,128.02000427246094,129.0500030517578,5471600.0,119.1461410522461,127.74799957275391,126.29313480600091,125.0877802279604,72.6377100048259,1.4548647667530048,1.4000015258789062,1.2000045776367188,3.2400054931640625,1,0.0
2017-03-02,129.80999755859375,128.14999389648438,129.0500030517578,128.22999572753906,6738100.0,118.3890609741211,127.92299880981446,126.4775977509093,125.29050380857838,65.61251792416448,1.445401058905162,-0.82000732421875,-0.040008544921875,1.7499923706054688,1,0.0
2017-03-03,128.66000366210938,127.44000244140625,128.22999572753906,127.9000015258789,4067700.0,118.08438873291016,128.04299926757812,126.61306477709688,125.45885850001713,62.973005321523225,1.4299344904812443,-0.32999420166015625,-0.7499923706054688,1.2000045776367188,1,0.0
2017-03-06,128.33999633789062,127.4000015258789,127.9000015258789,128.02999877929688,3271500.0,118.20441436767578,128.06599884033204,126.7480108725445,125.62473851803517,63.59433001535121,1.3179879677875448,0.12999725341796875,1.0400009155273438,0.2299957275390625,1,0.0
2017-03-07,128.30999755859375,127.33999633789062,128.05999755859375,128.07000732421875,3332400.0,118.24134826660156,128.06900024414062,126.87391529651347,125.78249779585349,63.79568562885503,1.1950849476271515,0.040008544921875,0.42000579833984375,0.0300140380859375,0,-1.0
2017-03-08,128.36000061035156,127.47000122070312,128.07000732421875,128.08999633789062,3571700.0,118.25981903076172,128.09300003051757,126.98973253854939,125.93136866953331,63.903106293699786,1.1032674919681824,0.019989013671875,-0.9600067138671875,0.23999786376953125,0,0.0
2017-03-09,128.72000122070312,127.69000244140625,127.94999694824219,128.13999938964844,3265700.0,118.30597686767578,128.07999954223632,127.09928176246359,126.07386097405687,64.18934581208873,0.980717779772732,0.0500030517578125,-0.089996337890625,-0.1300048828125,0,0.0
2017-03-10,128.58999633789062,127.72000122070312,128.55999755859375,127.9800033569336,3178900.0,118.15825653076172,128.01300048828125,127.18316000955596,126.19683790198441,62.48203605758142,0.8298404787252878,-0.15999603271484375,0.0800018310546875,-0.6699905395507812,0,0.0
2017-03-13,128.27000427246094,127.3499984741211,128.00999450683594,127.61000061035156,3130800.0,117.816650390625,128.07500076293945,127.22381149534603,126.28800968962102,58.60026959611905,0.8511892675934263,-0.37000274658203125,-0.4199981689453125,0.6200027465820312,1,1.0
2017-03-14,128.22999572753906,127.5,127.6500015258789,127.80000305175781,2492700.0,117.9920654296875,128.09000091552736,127.27868688167096,126.38555764846856,59.97538856069995,0.8113140338563909,0.19000244140625,-0.2700042724609375,0.15000152587890625,1,0.0
2017-03-15,128.3000030517578,127.47000122070312,128.2100067138672,127.87999725341797,3529300.0,118.06591796875,127.97300033569336,127.33595453612305,126.48197310685241,60.569218586188114,0.637045799570302,0.07999420166015625,-0.20999908447265625,-1.1700057983398438,1,0.0
2017-03-16,128.89999389648438,127.93000030517578,128.3000030517578,127.9800033569336,3945700.0,118.15825653076172,127.94800109863282,127.39729251905739,126.57862021976088,61.341425255435745,0.5507085795754278,0.100006103515625,-0.15999603271484375,-0.24999237060546875,1,0.0
2017-03-17,129.97999572753906,128.4199981689453,128.57000732421875,128.63999938964844,12532700.0,118.76760864257812,128.02200088500976,127.51564555435178,126.71161242426976,66.06475872110147,0.506355330657982,0.6599960327148438,0.6599960327148438,0.7399978637695312,1,0.0
2017-03-20,129.47999572753906,128.47000122070312,128.99000549316406,128.77999877929688,3415500.0,118.89685821533203,128.09700088500978,127.6360601472037,126.84505670523926,66.98620025158749,0.4609407378060837,0.1399993896484375,1.1699981689453125,0.75,1,0.0
2017-03-21,129.75,128.17999267578125,129.22000122070312,128.52000427246094,4062400.0,118.65681457519531,128.142000579834,127.7202453019901,126.9531178386084,63.53588605285618,0.4217552778438858,-0.2599945068359375,0.720001220703125,0.4499969482421875,1,0.0
2017-03-22,129.14999389648438,128.41000366210938,128.5800018310547,129.10000610351562,3174200.0,119.19229888916016,128.24300155639648,127.85165109261159,127.091626758925,67.55121901370647,0.3913504637848888,0.5800018310546875,1.2200088500976562,1.010009765625,1,0.0
2017-03-23,129.58999633789062,128.80999755859375,129.13999938964844,129.0,2774500.0,119.09998321533203,128.32900161743163,127.96101765522002,127.21474761318792,66.19765032808556,0.36798396221161056,-0.100006103515625,1.0199966430664062,0.8600006103515625,1,0.0
