Date,high,low,open,price,volume,adj close,sma10,ema20,ema30,rsi,macd,lag1,lag5,lag10,signal,positions
2019-02-13,1134.72998046875,1118.5,1124.989990234375,1120.1600341796875,1049800,1120.1600341796875,1115.1450073242188,1097.8615369221905,1085.087664794922,58.63509866017907,17.283470402028343,-1.2099609375,4.9300537109375,31.0999755859375,1,
2019-02-14,1128.22998046875,1110.4449462890625,1118.050048828125,1121.6700439453125,947600,1121.6700439453125,1115.6750122070312,1100.1290137815354,1087.4478182884955,59.01280251069989,15.545998425495782,1.510009765625,22.9600830078125,5.300048828125,1,0.0
2019-02-15,1131.6700439453125,1110.6500244140625,1130.0799560546875,1113.6500244140625,1449800,1113.6500244140625,1115.9650146484375,1101.4167290798714,1089.1382831998226,56.08368808285431,14.548285568566143,-8.02001953125,18.5899658203125,2.9000244140625,1,0.0
2019-02-19,1121.8900146484375,1110.0,1110.0,1118.56005859375,1046400,1118.56005859375,1114.541015625,1103.049427128812,1091.0364622574953,57.47532168961716,11.491588496187887,4.9100341796875,23.550048828125,-14.239990234375,1,0.0
2019-02-20,1123.4100341796875,1105.280029296875,1119.989990234375,1113.800048828125,1087800,1113.800048828125,1111.322021484375,1104.0732958620802,1092.5050807459231,55.634748105132104,7.248725622294842,-4.760009765625,-7.5699462890625,-32.18994140625,1,0.0
2019-02-21,1111.93994140625,1092.52001953125,1110.8399658203125,1096.969970703125,1415100,1096.969970703125,1109.4960205078125,1103.3967887040844,1092.793138162517,49.588130785265164,6.099231803728117,-16.830078125,-23.1900634765625,-18.260009765625,1,0.0
2019-02-22,1111.239990234375,1095.5999755859375,1100.9000244140625,1110.3699951171875,1049500,1110.3699951171875,1110.6620239257813,1104.0609036005703,1093.927128933786,53.88554828563334,6.6011203252110136,13.4000244140625,-11.300048828125,11.6600341796875,1,0.0
2019-02-25,1118.5400390625,1107.27001953125,1116.0,1109.4000244140625,1413100,1109.4000244140625,1112.0960205078125,1104.5693912970935,1094.925380255094,53.529828265594034,7.526629210718966,-0.969970703125,-4.25,14.3399658203125,1,0.0
2019-02-26,1119.510009765625,1099.9200439453125,1105.75,1115.1300048828125,1471300,1115.1300048828125,1114.1080200195313,1105.5751640195429,1096.2289044246243,55.402765148003496,8.532855999988442,5.72998046875,-3.4300537109375,20.1199951171875,1,0.0
2019-02-27,1117.97998046875,1101.0,1106.949951171875,1116.050048828125,968400,1116.050048828125,1113.576025390625,1106.5727720965506,1097.5076879345274,55.71142538200939,7.003253294074511,0.9200439453125,2.25,-5.3199462890625,1,0.0
2019-02-28,1127.6500244140625,1111.010009765625,1111.300048828125,1119.9200439453125,1542500,1119.9200439453125,1113.5520263671874,1107.8439408440518,1098.9536463868362,57.05773282701049,5.708085523135651,3.8699951171875,22.9500732421875,-0.239990234375,1,0.0
2019-03-01,1142.969970703125,1124.75,1124.9000244140625,1140.989990234375,1450300,1140.989990234375,1115.4840209960937,1111.000707452654,1101.6656685705484,63.55369826275451,4.483313543439635,21.0699462890625,30.6199951171875,19.3199462890625,1,0.0
2019-03-04,1158.280029296875,1130.68994140625,1146.989990234375,1147.800048828125,1446000,1147.800048828125,1118.8990234375,1114.5054066312703,1104.6420802000694,65.3767487117719,4.393616806229829,6.81005859375,38.4000244140625,34.1500244140625,1,0.0
2019-03-05,1169.6099853515625,1146.1949462890625,1150.06005859375,1162.030029296875,1443200,1162.030029296875,1123.2460205078125,1119.0315611708515,1108.3445285288956,68.87964951458264,4.214459336960999,14.22998046875,46.9000244140625,43.469970703125,1,0.0
2019-03-06,1167.5660400390625,1155.489990234375,1162.489990234375,1157.8599853515625,1099300,1157.8599853515625,1127.6520141601563,1122.7295063309193,1111.5390741303581,66.74845913597176,4.92250782923702,-4.1700439453125,41.8099365234375,44.0599365234375,1,0.0
2019-03-07,1156.7550048828125,1134.9100341796875,1155.719970703125,1143.300048828125,1166600,1143.300048828125,1132.2850219726563,1124.6886056163673,1113.5881692721496,59.79214787874308,7.596416356288955,-14.5599365234375,23.3800048828125,46.330078125,1,0.0
2019-03-08,1147.0799560546875,1123.300048828125,1126.72998046875,1142.3199462890625,1212400,1142.3199462890625,1135.4800170898438,1126.3677809185288,1115.4418323054988,59.343805419661905,9.11223617131509,-0.9801025390625,1.3299560546875,31.949951171875,1,0.0
2019-03-11,1176.18994140625,1144.449951171875,1144.449951171875,1175.760009765625,1719200,1175.760009765625,1142.116015625,1131.0718027134903,1119.333327625507,68.12567485045659,11.044212911509703,33.4400634765625,27.9599609375,66.3599853515625,1,0.0
2019-03-12,1200.0,1178.260009765625,1178.260009765625,1193.199951171875,2013100,1193.199951171875,1149.9230102539063,1136.9887692333366,1124.0989162414019,71.57421529351896,12.934241020569743,17.43994140625,31.169921875,78.0699462890625,1,0.0
2019-03-13,1200.9300537109375,1191.93994140625,1200.64501953125,1193.3199462890625,1435900,1193.3199462890625,1157.65,1142.3536432386438,1128.5647891477024,71.59698523951607,15.296356761356265,0.1199951171875,35.4599609375,77.2698974609375,1,0.0
2019-03-14,1197.8800048828125,1184.47998046875,1194.510009765625,1185.550048828125,1172800,1185.550048828125,1164.2130004882813,1146.4675866281182,1132.2412575141814,67.80928914241488,17.745413860163126,-7.7698974609375,42.25,65.6300048828125,1,0.0
2019-03-15,1196.5699462890625,1182.6099853515625,1193.3800048828125,1184.4599609375,2461800,1184.4599609375,1168.5599975585938,1150.0859079909164,1135.6102061221375,67.2715855159251,18.47408956767731,-1.090087890625,42.1400146484375,43.469970703125,1,0.0
2019-03-18,1190.0,1177.4210205078125,1183.300048828125,1184.260009765625,1292600,1184.260009765625,1172.2059936523438,1153.3405843504124,1138.7489031313946,67.16637653459702,18.865409301931322,-0.199951171875,8.5,36.4599609375,1,0.0
2019-03-19,1200.0,1185.8699951171875,1188.81005859375,1198.8499755859375,1520700,1198.8499755859375,1175.88798828125,1157.674812087129,1142.6263916768492,70.75985965234221,18.213176194120933,14.5899658203125,5.6500244140625,36.8199462890625,1,0.0
2019-03-20,1227.1400146484375,1196.1700439453125,1197.3499755859375,1223.969970703125,2227400,1223.969970703125,1182.4989868164062,1163.988636717224,1147.8743645172542,75.69257174331452,18.510350099182233,25.1199951171875,30.6500244140625,66.1099853515625,1,0.0
2019-03-21,1231.7900390625,1213.1500244140625,1216.0,1231.5400390625,1204000,1231.5400390625,1191.3229858398438,1170.4221036072502,1153.2721499717861,76.95428711926776,20.90088223259363,7.570068359375,45.989990234375,88.239990234375,1,0.0
2019-03-22,1230.0,1202.824951171875,1226.3199462890625,1205.5,1714200,1205.5,1197.6409912109375,1173.762855644655,1156.6416886832837,64.54345008847895,23.87813556628248,-26.0400390625,21.0400390625,63.1800537109375,1,0.0
2019-03-25,1206.39794921875,1187.0400390625,1196.9300537109375,1193.0,1496800,1193.0,1199.364990234375,1175.5949646308784,1158.987386187588,59.57643129372195,23.770025603496606,-12.5,8.739990234375,17.239990234375,1,0.0
2019-03-26,1202.8299560546875,1176.719970703125,1198.530029296875,1184.6199951171875,1901200,1184.6199951171875,1198.5069946289063,1176.4544913438604,1160.6411028927234,56.4405897313212,22.052503285045987,-8.3800048828125,-14.22998046875,-8.5799560546875,1,0.0
2019-03-27,1187.5589599609375,1159.3699951171875,1185.5,1173.02001953125,1400200,1173.02001953125,1196.477001953125,1176.1273987902782,1161.4397426758542,52.334177743886244,20.349603162846734,-11.5999755859375,-50.949951171875,-20.2999267578125,1,0.0
