Date,high,low,open,price,volume,adj close,sma10,ema20,ema30,rsi,macd,lag1,lag5,lag10,signal,positions
2015-02-13,42.22999954223633,41.7599983215332,42.02000045776367,41.9900016784668,10792100.0,35.04652786254883,41.83000030517578,42.174674022696,42.38333320617676,47.68207060657352,-0.344673717520223,-0.17999649047851562,0.5400009155273438,0.8200035095214844,1,
2015-02-17,41.880001068115234,41.63999938964844,41.810001373291016,41.810001373291016,12804200.0,34.89628219604492,41.8520004272461,42.13994329418124,42.346344055668,45.51796076246365,-0.2879428669351469,-0.18000030517578125,0.5800018310546875,0.220001220703125,1,0.0
2015-02-18,41.79999923706055,41.470001220703125,41.75,41.72999954223633,9789800.0,34.82951354980469,41.8620002746582,42.10090103209126,42.30657989351112,44.550162461738665,-0.23890075743305772,-0.0800018310546875,-0.6700019836425781,0.09999847412109375,1,0.0
2015-02-19,42.2400016784668,41.529998779296875,41.68000030517578,42.11000061035156,16578300.0,35.14667892456055,41.90500030517578,42.10176765859224,42.29389735911373,49.98935110468179,-0.19676735341645468,0.3800010681152344,-0.2599983215332031,0.43000030517578125,1,0.0
2015-02-20,42.11000061035156,41.63999938964844,42.040000915527344,41.970001220703125,15982400.0,35.02982711791992,41.92300033569336,42.08921847403137,42.27300083405498,48.11670491873695,-0.16621813833801014,-0.1399993896484375,-0.1999969482421875,0.18000030517578125,0,-1.0
2015-02-23,42.16999816894531,41.689998626708984,41.709999084472656,41.849998474121094,11830300.0,34.92966079711914,41.96300010681152,42.06643561689705,42.24571035922054,46.50843233279825,-0.1034355100855322,-0.12000274658203125,-0.14000320434570312,0.3999977111816406,0,0.0
2015-02-24,42.33000183105469,41.77000045776367,41.849998474121094,42.130001068115234,12782700.0,35.16337585449219,42.05300025939941,42.07248946939402,42.23824524366536,50.65300751030978,-0.019489209994610235,0.2800025939941406,0.31999969482421875,0.9000015258789062,0,0.0
2015-02-25,42.2400016784668,41.7400016784668,42.16999816894531,42.04999923706055,10323300.0,35.09660339355469,42.01800003051758,42.07034754250512,42.226100340013446,49.47352871079338,-0.052347511987541395,-0.0800018310546875,0.31999969482421875,-0.3500022888183594,0,0.0
2015-02-26,42.54999923706055,41.970001220703125,42.040000915527344,42.459999084472656,14346500.0,35.438804626464844,42.02700004577637,42.10745721316869,42.24119058159146,55.227464878664655,-0.08045716739232489,0.4099998474121094,0.34999847412109375,0.09000015258789062,0,0.0
2015-02-27,43.65999984741211,42.470001220703125,42.52000045776367,43.29999923706055,28312800.0,36.13990020751953,42.14000015258789,42.22103264401554,42.30950081742818,64.21809089058354,-0.08103249142764923,0.8400001525878906,1.3299980163574219,1.1300010681152344,0,0.0
2015-03-02,43.29999923706055,43.08000183105469,43.29999923706055,43.20000076293945,13514600.0,36.05644226074219,42.261000061035155,42.31426770296068,42.366952426816006,62.60634964283518,-0.05326764192552247,-0.09999847412109375,1.3500022888183594,1.2099990844726562,0,0.0
2015-03-03,43.15999984741211,42.84000015258789,43.11000061035156,42.95000076293945,10036300.0,35.847774505615234,42.375,42.374813708672946,42.404568448501394,58.64365780928801,0.00018629132705427764,-0.25,0.8199996948242188,1.1399993896484375,0,0.0
2015-03-04,42.97999954223633,42.470001220703125,42.91999816894531,42.5,16263000.0,35.47218704223633,42.452000045776366,42.38673621260885,42.41072532279163,52.23467982973662,0.0652638331675135,-0.4500007629394531,0.4500007629394531,0.7700004577636719,0,0.0
2015-03-05,42.61000061035156,42.25,42.560001373291016,42.400001525878906,9223000.0,35.38872146606445,42.481000137329104,42.38799957577743,42.41003346492629,50.9033702045677,0.09300056155167624,-0.09999847412109375,-0.05999755859375,0.29000091552734375,0,0.0
