,Symbol,Year,Bowtie,Model,Base
0,XOM,2009,-11.722194716279786,7.49430787201355,-16.474763656046257
1,XOM,2010,9.558936050890873,19.73445723786445,5.74114408257443
2,XOM,2011,-16.525830744319812,-1.8961259461940365,13.695504582855836
3,XOM,2012,-4.11630674850109,7.310738839340825,0.6395384322765262
4,XOM,2013,6.628353706336852,22.465327855748598,14.079582902346932
5,XOM,2014,-4.91228223145755,6.026453963742894,-7.318298798754699
6,XOM,2015,-5.34309919922179,-3.127348947675527,-16.029305816338624
7,XOM,2016,5.809450107393628,9.381919481238754,16.524662023038488
8,XOM,2017,-4.257880420047319,-1.098763627225313,-7.976675155336959
9,XOM,2018,4.786536662188745,7.431209961929023,-19.80477076284615
10,XOM,2019,-12.569955272416122,3.1081903176229506,0.12913808973717836
11,CVX,2009,-9.383168609726242,4.918989795124562,0.6142201271851631
12,CVX,2010,17.73337301467824,30.88096565831621,15.418672929216665
13,CVX,2011,-4.035230972984277,13.883452436881417,15.727647052965954
14,CVX,2012,3.9956542107143735,16.151748796394745,-2.0204795700276024
15,CVX,2013,-7.908314291523736,8.837517470408937,13.153369284122412
16,CVX,2014,4.011602530544927,15.420849830856104,-9.634283182919006
17,CVX,2015,-9.22899880090154,15.428289237804671,-20.092380865766167
18,CVX,2016,30.78222461813742,30.432747978268864,32.47045466469433
19,CVX,2017,6.618592093461217,17.81905085365889,6.228259704981635
20,CVX,2018,-7.273860336035415,1.562352369466071,-14.72801430149659
21,CVX,2019,-10.687507064892241,3.671489002971425,8.871622981508592
22,DUK,2009,6.9480581085723925,21.166893604628292,11.753247219709136
23,DUK,2010,-7.483790159130048,4.492304875300481,4.949912522719778
24,DUK,2011,16.237402884702735,14.92368952173745,23.180286943825273
25,DUK,2012,-3.3610858536252564,2.15503781340843,-1.6342913402961654
26,DUK,2013,-1.461320637470454,8.122644568546209,6.1528993517303325
27,DUK,2014,8.629299875963556,13.075733302515266,22.600530765808042
28,DUK,2015,-7.162380922901636,3.2815667168795013,-15.06246662991002
29,DUK,2016,-5.969939393523706,-0.5767498179655889,9.032167558173729
30,DUK,2017,6.458238513923964,10.738069612651811,8.207895250076387
31,DUK,2018,2.1266512441009238,17.07318497520051,3.688573316113495
32,DUK,2019,0.4368301422886635,9.23093758356227,7.685953212263455
33,ED,2009,15.639326673839385,27.965471805006857,15.715746936898045
34,ED,2010,5.1344243636252065,20.698484823589126,9.233139109934815
35,ED,2011,11.180627650512136,25.53709414238315,25.186679585056392
36,ED,2012,4.451773610899883,9.62566482466212,-8.425392385474488
37,ED,2013,0.21204971118784846,9.272342103566405,-2.3148990453415093
38,ED,2014,5.837667520425526,21.973579653250177,22.33136259489908
39,ED,2015,-6.255655343635586,8.65143166929295,-3.1202891303777807
40,ED,2016,-11.645962456982478,9.27153634954387,14.409935651271283
41,ED,2017,8.909408941053885,10.788443905885432,15.374168297009863
42,ED,2018,-7.334296181523721,-3.011803326229865,-8.518787497724782
43,ED,2019,13.295189744891484,20.172165718718748,20.401919025257012
44,AEP,2009,13.352932649500229,19.83653404347544,2.3235321044921875
45,AEP,2010,2.7761913532579032,1.72105666432691,2.976533933611382
46,AEP,2011,8.220677869073276,20.777029766344427,13.958624478044182
47,AEP,2012,2.820705207178667,4.869464870937513,4.6848168407326956
48,AEP,2013,8.820156562511308,16.759417666471673,7.07903790279575
49,AEP,2014,14.068938929534614,23.742468179707085,31.62800740248065
50,AEP,2015,-7.35895320966686,1.262326359708988,-4.709731800900132
51,AEP,2016,2.9658894267555915,11.032911239694181,7.937591476215203
52,AEP,2017,9.862968120228857,18.824098926247437,17.22434936646909
53,AEP,2018,4.046402647413466,15.934754369102139,3.2177794280093277
54,AEP,2019,14.99861093561854,17.071026159759036,29.572249757122933
55,SHW,2009,-5.100833211507629,22.83766024634298,2.767127522865132
56,SHW,2010,27.387696224643427,37.821511180420046,35.80347411486278
57,SHW,2011,-3.3156493420446167,-4.1158562224118835,5.333329372349742
58,SHW,2012,37.52748258821257,40.340682269669884,69.03297508155907
59,SHW,2013,-6.184572144235882,9.731031212870395,17.11769758613503
60,SHW,2014,28.945782573176686,25.22321448246766,44.20262225977969
61,SHW,2015,-10.436653466880102,-7.340344880756579,-1.0821507054835124
62,SHW,2016,7.689878634077527,2.344175201586433,5.491654655299313
63,SHW,2017,35.57952216548299,18.89963793487673,49.355283668182985
64,SHW,2018,4.408996909293085,7.050962308505511,-4.892439002835767
65,SHW,2019,28.27422450862639,20.650258800656832,48.77494370202184
66,DD,2009,43.67294107170437,215.7397708469472,79.2991594393665
67,DD,2010,14.941731525506551,22.33144869900378,16.997943897849797
68,DD,2011,-17.867351360173227,-11.587423215694074,-17.781588441429626
69,DD,2012,-25.814046032923795,5.952386745122032,8.526359288066962
70,DD,2013,16.883500774348636,34.39393474229217,34.34190178597712
71,DD,2014,-5.174399167935812,20.561534080719408,3.9662711950561
72,DD,2015,10.59443480027636,17.799362294905645,12.919495836023954
73,DD,2016,10.77508121224562,24.30063500330522,14.600436180992137
74,DD,2017,-1.4062391958848717,9.656506092279987,23.645832276672454
75,DD,2018,-5.201668858196781,-3.6890563830504597,-25.618916211380853
76,DD,2019,-37.51611238109284,5.950333440596531,-17.264488852837793
77,BA,2009,26.20995453049465,62.32708409645341,19.62431175274085
78,BA,2010,-3.987173436996045,-1.4201621389604706,16.16233852212735
79,BA,2011,13.629510865050376,31.428173834894036,10.466862633329125
80,BA,2012,-11.614113413384066,4.526202063854278,1.535973283345141
81,BA,2013,73.59544449810967,70.60711943522483,77.09874923268009
82,BA,2014,-6.533998451456742,8.49422027705719,-4.895004412845876
83,BA,2015,-9.926902237951868,3.005440395894914,11.265871283921157
84,BA,2016,12.441272667718529,32.539950823605345,10.80426524966637
85,BA,2017,80.53131342234893,70.15430665511406,87.87666520270948
86,BA,2018,-22.739512975059867,-4.8170034737355945,8.644388889191603
87,BA,2019,-44.785519319066225,-11.456958343259215,0.6022087711107169
88,UNP,2009,-13.425085944830789,59.57251892334527,27.468582015494842
89,UNP,2010,18.443206805247307,47.621235474762344,41.70363133047822
90,UNP,2011,-0.28818084750852924,13.021416817220674,13.0750343481538
91,UNP,2012,-6.01853264702691,-1.3873066881820495,16.407408537688077
92,UNP,2013,18.79962060898553,11.035537111319012,30.78000250630883
93,UNP,2014,0.3829809031840749,28.19076663884084,42.576742048121936
94,UNP,2015,-13.27881284794921,-8.947798823193882,-34.06964290883128
95,UNP,2016,3.78624517861304,34.91244267981392,31.29036178613427
96,UNP,2017,22.707763891515246,21.564668831450216,30.803755847162357
97,UNP,2018,-8.845175545750633,18.885444792501286,1.8043872221743986
98,UNP,2019,-6.720866488363207,19.416139909574873,31.216428282694043
99,AMZN,2009,91.94260298208833,102.8928383006711,147.46137373450438
100,AMZN,2010,32.56907764661372,67.62529071933773,34.428684245612956
101,AMZN,2011,-13.505577136234596,37.9581893790269,-6.036258301760236
102,AMZN,2012,10.886446755323274,21.693674510173334,40.12735118568198
103,AMZN,2013,31.26968947762056,29.06447377704603,54.984265022236755
104,AMZN,2014,-14.086495942964941,2.0744690394396113,-22.016733635306316
105,AMZN,2015,88.71711127946622,74.30270052961983,119.07495096484197
106,AMZN,2016,30.8105327830054,46.73768187271001,17.720844379560702
107,AMZN,2017,33.66857440507789,31.877479582825124,55.17003426187077
108,AMZN,2018,8.898152739577654,1.5376176703746898,26.32105351234091
109,AMZN,2019,5.6298054185916495,-0.7756154130144817,20.057432442882224
110,MCD,2009,1.913715437346814,23.340964294474745,-2.054904114966299
111,MCD,2010,8.012091824954123,21.699732738778525,22.268244072575254
112,MCD,2011,26.33160078345716,26.469056269688295,30.979117271067114
113,MCD,2012,-10.218533840889295,0.6228206794215119,-10.754752779511108
114,MCD,2013,-5.0044407443180186,11.861719983689328,7.667549736040058
115,MCD,2014,-5.9641192936230265,12.225021904738385,-2.810918588246317
116,MCD,2015,17.435129491503236,14.23941717648277,26.67810066857415
117,MCD,2016,-0.8675045806863289,10.882699435720559,3.521006400048379
118,MCD,2017,32.954353171565764,35.32310889737448,43.888974389866895
119,MCD,2018,-4.526042917347962,7.82633092067816,2.51126086644763
120,MCD,2019,15.29024113497797,24.65690723304303,12.240147308070847
121,KO,2009,22.592589514486292,40.296471148273504,24.183002407663967
122,KO,2010,21.5287492675233,15.140451420226691,15.30504135241449
123,KO,2011,-6.347762582417814,11.244838317009199,7.283041875338363
124,KO,2012,6.07355937254919,2.1915629085643107,3.364700072552127
125,KO,2013,11.914903028565387,16.904071177065312,9.867029387576707
126,KO,2014,-2.336459865228415,16.429500745469788,3.836697931985617
127,KO,2015,-10.441389628875394,5.953798285466712,1.9458939409136518
128,KO,2016,-9.622636484735004,6.226938941266683,-2.216986810324802
129,KO,2017,-1.4114836443939145,8.092777430996614,9.760770108907783
130,KO,2018,1.2955646480602592,12.084191294945168,3.974522446653294
131,KO,2019,6.520336083524393,10.423776925640603,17.94161115318956
132,PG,2009,13.980889945800318,34.74260350810282,-3.4554111390254896
133,PG,2010,-9.93127615543918,4.5678858235580835,5.251968185973485
134,PG,2011,3.9370010105385065,15.106910228838094,2.9952177581499475
135,PG,2012,-0.9576413926664202,6.203479538539977,1.586110324032923
136,PG,2013,-3.3866639633753874,1.5412852301454367,17.322387056043233
137,PG,2014,8.840331097152202,7.609261653115176,13.099075369304277
138,PG,2015,2.797441773987713,9.022127464176707,-12.195929325016246
139,PG,2016,-1.020802633304365,2.4303371767176394,7.2859498333010935
140,PG,2017,0.11876303770243946,11.450005236199488,9.121140835547397
141,PG,2018,8.163266851977207,19.349679771376536,1.4009891028008925
142,PG,2019,13.814637137365546,12.908099389702238,36.83173005717366
143,UNH,2009,-25.44399605505829,40.84944854176079,10.474807443512685
144,UNH,2010,1.0149054483203808,20.67657631695251,14.525847840041145
145,UNH,2011,-2.2892395232214167,26.26001358053818,36.493398457497975
146,UNH,2012,-3.6123529806164636,7.069406057369518,5.340842708012679
147,UNH,2013,17.67509243331659,41.831225340361584,38.06380965849997
148,UNH,2014,20.26284118571657,32.70608231282189,35.563895335387954
149,UNH,2015,-14.744997439709007,-0.9228681057295747,16.729510631642412
150,UNH,2016,21.045854653023373,39.44419447475479,37.420568902847066
151,UNH,2017,31.45866181787801,34.77593255115946,36.550022224244756
152,UNH,2018,9.771199581176743,1.067765141490192,12.642426746291658
153,UNH,2019,11.96354459863382,18.301761482094694,20.735966304202808
154,JNJ,2009,9.365216779837064,23.169877225535195,6.1995087248697
155,JNJ,2010,-1.9016749399043638,8.929408011283972,-4.37538932854369
156,JNJ,2011,4.106981308954896,17.100489494154182,4.3935086750054015
157,JNJ,2012,-1.199157199697094,10.029394600877929,6.405588033755093
158,JNJ,2013,11.561279636063645,25.93180253361229,29.291362327331626
159,JNJ,2014,4.075595290577434,18.366465480121043,14.874218496207178
160,JNJ,2015,-0.7558371038081644,4.928717394046423,-1.7221541142124486
161,JNJ,2016,14.181926277788767,18.256450704544612,14.659629016147543
162,JNJ,2017,5.3090682048397655,16.629437634420867,20.61464575081438
163,JNJ,2018,1.8889587977612552,-1.4619717909668115,-7.311637569610076
164,JNJ,2019,2.5675017773055284,6.411330204401954,14.183949211105675
165,BRK-A,2009,4.025402540254026,7.85568413886998,-0.79007900790079
166,BRK-A,2010,-4.159638554216868,-3.3387736478186096,20.933734939759034
167,BRK-A,2011,-6.169397002439875,-5.4024247164646075,-4.766054208368604
168,BRK-A,2012,8.190337001375516,2.129563198987128,15.251031636863823
169,BRK-A,2013,7.151350189814483,8.513028764805416,27.426402120191963
170,BRK-A,2014,25.169578039927405,26.113388533404557,28.176043557168782
171,BRK-A,2015,-12.414579606440071,-9.289389139763205,-11.538461538461538
172,BRK-A,2016,14.265264015894443,10.902230377587678,24.364349575893428
173,BRK-A,2017,12.646735814521048,7.899959667597107,21.049420378279436
174,BRK-A,2018,-13.202143666210208,2.6961344537815126,3.4640158239083023
175,BRK-A,2019,5.422667460377495,8.665996367410482,11.6862956616687
176,JPM,2009,30.65390906990807,60.63183065834582,32.91865282902995
177,JPM,2010,-13.62893899778062,26.952802284058336,-1.0035013313605516
178,JPM,2011,-18.861869625242335,-14.22434107950193,-23.703536936736953
179,JPM,2012,28.158954881989207,34.01899300839998,25.70040536339027
180,JPM,2013,4.030450611756665,26.21198526467401,30.944916574210513
181,JPM,2014,-11.527240713626917,20.35155167399674,7.507305987482341
182,JPM,2015,8.385344115412995,13.65846420424019,5.664901593449489
183,JPM,2016,29.534739438843754,54.498727845826345,35.63345231727273
184,JPM,2017,11.922505016219569,11.590001301665383,22.595435430424043
185,JPM,2018,-10.875396541237391,10.682197344335549,-9.569239920046488
186,JPM,2019,12.234411635460745,39.703158890639074,40.36854025118386
187,AAPL,2009,97.64187082293938,112.1117465477586,132.20936765004132
188,AAPL,2010,41.77374458340524,43.35792409646882,50.72193605308185
189,AAPL,2011,-16.639856024664816,4.716287278037598,22.887400002949253
190,AAPL,2012,35.97502657593458,38.84896566038606,29.40933082020759
191,AAPL,2013,10.968433859894471,32.57104243757434,2.183855395598847
192,AAPL,2014,25.861923804701732,22.44367346274133,39.688679924789916
193,AAPL,2015,-17.88164522485604,-12.787220464163521,-3.722674130302771
194,AAPL,2016,1.1390573949908154,20.353881067654193,9.93830220441346
195,AAPL,2017,15.729663394270618,24.47046567784021,45.699520881912015
196,AAPL,2018,-0.5631030138368149,34.921513890289354,-8.429112664981343
197,AAPL,2019,70.26975842665959,66.65883612859632,85.94857985138333
198,MSFT,2009,44.318732687386685,66.00314447751137,49.9262157236643
199,MSFT,2010,-9.983845158052333,19.223981595263318,-9.82229673857566
200,MSFT,2011,-12.687638321974907,10.943810474965542,-7.219444213050982
201,MSFT,2012,-9.413524148942765,3.4049672528731922,-0.2241366166044065
202,MSFT,2013,19.8406721711835,29.218688641028084,35.445324803438474
203,MSFT,2014,12.944029582997949,17.841007153089752,25.000002566400216
204,MSFT,2015,12.57485303502987,31.775707273324414,18.64842073077561
205,MSFT,2016,4.397810001760469,19.80817202380628,13.394161048863557
206,MSFT,2017,26.685848656126936,31.020596056937,36.68903549484876
207,MSFT,2018,-1.6637584129722611,20.538791686703416,18.173360443500847
208,MSFT,2019,47.329919471109136,45.80096858526551,55.95331553091025
209,FB,2012,-8.710431745306341,15.305460653207408,-30.368817269213555
210,FB,2013,82.07143374851772,115.69329697138184,95.17857687813895
211,FB,2014,0.694552422559413,11.748094464434196,42.60646673125133
212,FB,2015,15.691530486750526,34.552404644401605,33.40982502671018
213,FB,2016,21.02328823765616,8.906599122135335,12.551361453570559
214,FB,2017,34.28888572321319,28.106083975889636,51.001202971272455
215,FB,2018,-8.168893988422262,-14.195794372674719,-27.74225682892216
216,FB,2019,10.244689450787028,34.63154401788906,51.275067128329034
217,GOOG,2012,11.017269835120185,11.87844632202425,6.307392642877517
218,GOOG,2013,21.122719469724142,43.90312901822995,54.954725255512734
219,GOOG,2014,-3.445919854946179,4.150374634619557,-5.324422750166545
220,GOOG,2015,19.61319868523938,31.0719021951424,44.99789794570111
221,GOOG,2016,-1.137711923847242,2.920404149895984,4.04129992767173
222,GOOG,2017,14.773459373586483,15.83401234897156,33.10606315873814
223,GOOG,2018,4.546477268559272,-11.88384860403469,-2.7596257885856805
224,GOOG,2019,19.128944233293723,13.68999507538454,27.84051735357019
225,AMT,2012,11.341598705143499,13.32711771108674,31.38921074427849
226,AMT,2013,-5.515506731721931,7.1080903749208195,0.9740627619739024
227,AMT,2014,14.411576322276392,24.97272276348164,24.417875734491297
228,AMT,2015,-10.905992722260182,3.6514724849926883,-2.7290069937521175
229,AMT,2016,8.293688620651187,34.239453034610534,9.286456711823952
230,AMT,2017,31.94536332987453,35.99923920402793,34.404141420726205
231,AMT,2018,3.5570070848005035,20.43137451568372,12.088143533162592
232,AMT,2019,24.575732373660607,28.601050124464113,46.624983584195384
233,SPG,2012,7.8837448856968,4.6840205808102375,22.190442168028905
234,SPG,2013,-15.375491094275686,-3.381686659436606,-4.780979007464288
235,SPG,2014,19.624029583298583,23.377114536249756,27.281824346071865
236,SPG,2015,-4.030423065454065,11.858530932056707,4.909898717665634
237,SPG,2016,2.7763396580806297,14.123955569289967,-7.627117837297863
238,SPG,2017,-10.524587523052787,3.260754435539502,-5.957720904023534
239,SPG,2018,-2.308314447167128,33.62916678810696,-2.5693032843211916
240,SPG,2019,-16.035377902635403,-10.771726525348166,-9.726676157366844
241,SPY,2012,7.662748448988971,8.484356101461294,11.694120519301471
242,SPY,2013,7.716010174476305,27.689784142532236,26.448038839187028
243,SPY,2014,0.9949661511305826,10.534934757231333,12.366059120717694
244,SPY,2015,-3.0131857096380763,2.8363105356345604,-0.7593815967543782
245,SPY,2016,8.521542393161342,14.780273596891702,11.197887786494158
246,SPY,2017,10.291234617154052,8.412509386571209,18.47805844582151
247,SPY,2018,-9.115601072095043,3.2030148613721803,-7.013428438904946
248,SPY,2019,12.455034205109651,19.487980741486506,28.651368924082732
