Date,High,Low,Open,Close,Volume,Adj Close,signal,sma10,ema20,ema30,rsi,macd,positions,inflection,pivot,price
2018-01-02,135.77999877929688,134.17999267578125,134.7100067138672,135.77999877929688,4298000.0,128.5876007080078,0.0,,,,,,,0.0,0.0,135.77999877929688
2018-01-03,136.60000610351562,135.25999450683594,136.11000061035156,136.5399932861328,4653700.0,129.30734252929688,0.0,,,,,,0.0,0.0,0.0,136.5399932861328
2018-01-04,137.8800048828125,135.52000427246094,136.83999633789062,135.8000030517578,4384900.0,128.60658264160156,0.0,,,,,,0.0,0.0,0.0,135.8000030517578
2018-01-05,139.72000122070312,136.05999755859375,137.64999389648438,137.52999877929688,5381200.0,130.24490356445312,0.0,,,,,,0.0,0.0,0.0,137.52999877929688
2018-01-08,139.6300048828125,137.4600067138672,137.47999572753906,139.44000244140625,5472300.0,132.0537567138672,0.0,,,,,,0.0,0.0,0.0,139.44000244140625
2018-01-09,141.1699981689453,139.22000122070312,139.80999755859375,141.0,6390800.0,133.5311279296875,0.0,,,,,,0.0,0.0,0.0,141.0
2018-01-10,141.39999389648438,138.72999572753906,140.1699981689453,139.6999969482422,9513700.0,132.29995727539062,0.0,,,,,,0.0,0.0,0.0,139.6999969482422
2018-01-11,140.99000549316406,139.49000549316406,140.58999633789062,140.35000610351562,3103200.0,132.91552734375,0.0,,,,,,0.0,0.0,0.0,140.35000610351562
2018-01-12,141.80999755859375,140.47000122070312,140.8000030517578,141.1699981689453,3268800.0,133.6920928955078,0.0,,,,,,0.0,0.0,0.0,141.1699981689453
2018-01-16,142.19000244140625,139.82000732421875,142.07000732421875,140.30999755859375,5793300.0,132.8776397705078,0.0,138.76199951171876,,,,,0.0,0.0,0.0,140.30999755859375
2018-01-17,141.7100067138672,139.75999450683594,140.30999755859375,140.4600067138672,3376700.0,133.01971435546875,0.0,139.2300003051758,,,,,0.0,0.0,0.0,140.4600067138672
2018-01-18,140.8800048828125,139.61000061035156,140.67999267578125,140.42999267578125,3882100.0,132.99131774902344,0.0,139.61900024414064,,,,,0.0,0.0,0.0,140.42999267578125
2018-01-19,141.6199951171875,139.8000030517578,141.0,141.25,4592100.0,133.7678680419922,0.0,140.16399993896485,,,,,0.0,0.0,0.0,141.25
2018-01-22,142.0800018310547,140.1199951171875,141.35000610351562,141.97000122070312,3277400.0,134.44972229003906,0.0,140.60800018310547,,,,,0.0,0.0,0.0,141.97000122070312
2018-01-23,142.39999389648438,139.33999633789062,141.39999389648438,141.36000061035156,6179400.0,133.87203979492188,0.0,140.8,,,69.65781117289364,,0.0,0.0,0.0,141.36000061035156
2018-01-24,143.0500030517578,139.91000366210938,141.4199981689453,141.19000244140625,5229100.0,133.7110595703125,0.0,140.81900024414062,,,67.9797990310555,,0.0,0.0,0.0,141.19000244140625
2018-01-25,134.99000549316406,131.82000732421875,134.57000732421875,133.60000610351562,13806700.0,126.52310943603516,0.0,140.20900115966796,,,31.497454567970863,,0.0,0.0,0.0,133.60000610351562
2018-01-26,134.6300048828125,132.72000122070312,133.80999755859375,134.22999572753906,5843300.0,127.1197280883789,0.0,139.5970001220703,,,34.633171086690965,,0.0,0.0,0.0,134.22999572753906
2018-01-29,136.75999450683594,134.11000061035156,134.1999969482422,136.0500030517578,5754200.0,128.84332275390625,0.0,139.08500061035156,,,42.781868286116335,,0.0,0.0,0.0,136.0500030517578
2018-01-30,137.0800018310547,135.14999389648438,135.2899932861328,135.36000061035156,5383600.0,128.18988037109375,0.0,138.59000091552736,138.67600021362304,,40.70985519165129,-0.08599929809568607,0.0,0.0,0.0,135.36000061035156
