Date,High,Low,Open,Close,Volume,Adj Close,signal,sma10,ema20,ema30,rsi,macd,positions,inflection,pivot,price
2010-01-04,28.610000610351562,28.450000762939453,28.579999923706055,28.520000457763672,13870400.0,19.11857795715332,0.0,,,,,,,0.0,0.0,28.520000457763672
2010-01-05,28.4950008392334,28.06999969482422,28.424999237060547,28.174999237060547,23172400.0,18.887300491333008,0.0,,,,,,0.0,0.0,0.0,28.174999237060547
2010-01-06,28.219999313354492,27.989999771118164,28.174999237060547,28.165000915527344,19264600.0,18.880596160888672,0.0,,,,,,0.0,0.0,0.0,28.165000915527344
2010-01-07,28.184999465942383,27.875,28.165000915527344,28.094999313354492,13234600.0,18.833669662475586,0.0,,,,,,0.0,0.0,0.0,28.094999313354492
2010-01-08,27.81999969482422,27.375,27.729999542236328,27.575000762939453,28712400.0,18.485090255737305,0.0,,,,,,0.0,0.0,0.0,27.575000762939453
2010-01-11,28.225000381469727,27.399999618530273,27.575000762939453,28.135000228881836,28642400.0,18.86048698425293,0.0,,,,,,0.0,0.0,0.0,28.135000228881836
2010-01-12,28.5,28.030000686645508,28.045000076293945,28.440000534057617,23269800.0,19.064943313598633,0.0,,,,,,0.0,0.0,0.0,28.440000534057617
2010-01-13,28.71500015258789,28.344999313354492,28.43000030517578,28.514999389648438,15157400.0,19.11522102355957,0.0,,,,,,0.0,0.0,0.0,28.514999389648438
2010-01-14,28.625,28.385000228881836,28.520000457763672,28.565000534057617,12392600.0,19.148746490478516,0.0,,,,,,0.0,0.0,0.0,28.565000534057617
2010-01-15,28.674999237060547,28.020000457763672,28.475000381469727,28.145000457763672,27460800.0,18.867189407348633,0.0,28.233000183105467,,,,,0.0,0.0,0.0,28.145000457763672
2010-01-19,28.2450008392334,27.959999084472656,28.110000610351562,28.209999084472656,14615400.0,18.910764694213867,0.0,28.202000045776366,,,,,0.0,0.0,0.0,28.209999084472656
2010-01-20,28.19499969482422,27.645000457763672,28.079999923706055,27.75,18810200.0,18.602397918701172,0.0,28.159500122070312,,,,,0.0,0.0,0.0,27.75
2010-01-21,27.790000915527344,27.094999313354492,27.774999618530273,27.184999465942383,27396800.0,18.223649978637695,0.0,28.061499977111815,,,,,0.0,0.0,0.0,27.184999465942383
2010-01-22,27.43000030517578,26.989999771118164,27.174999237060547,27.1200008392334,23551400.0,18.180070877075195,0.0,27.964000129699706,,,,,0.0,0.0,0.0,27.1200008392334
2010-01-25,27.270000457763672,26.940000534057617,27.2450008392334,27.174999237060547,16853200.0,18.216943740844727,0.0,27.923999977111816,,,28.18817563266252,,0.0,0.0,0.0,27.174999237060547
2010-01-26,27.25,26.934999465942383,27.03499984741211,27.06999969482422,15515000.0,18.146556854248047,0.0,27.817499923706055,,,26.842963966278433,,0.0,0.0,0.0,27.06999969482422
2010-01-27,27.329999923706055,26.850000381469727,27.0,27.2549991607666,20414800.0,18.270570755004883,0.0,27.69899978637695,,,32.91734013389724,,0.0,0.0,0.0,27.2549991607666
2010-01-28,27.420000076293945,27.065000534057617,27.354999542236328,27.09000015258789,20905200.0,18.15995979309082,0.0,27.556499862670897,,,30.486021517537907,,0.0,0.0,0.0,27.09000015258789
2010-01-29,27.469999313354492,26.950000762939453,27.219999313354492,27.125,22146800.0,18.183427810668945,0.0,27.412499809265135,,,31.63945396404756,,0.0,0.0,0.0,27.125
2010-02-01,27.280000686645508,27.0,27.2549991607666,27.190000534057617,14517600.0,18.227001190185547,0.0,27.31699981689453,27.775,,33.83520182523863,-0.45800018310546875,0.0,0.0,0.0,27.190000534057617
2010-02-02,27.604999542236328,27.075000762939453,27.264999389648438,27.524999618530273,16888600.0,18.451562881469727,0.0,27.248499870300293,27.751190439860025,,43.84600617942347,-0.5026905695597321,0.0,0.0,0.0,27.524999618530273
2010-02-03,27.479999542236328,27.264999389648438,27.459999084472656,27.434999465942383,15899400.0,18.391237258911133,0.0,27.216999816894532,27.721077013772632,,42.007142922281794,-0.5040771968781002,0.0,0.0,0.0,27.434999465942383
2010-02-04,27.34000015258789,26.700000762939453,27.274999618530273,26.71500015258789,21342800.0,17.90858268737793,0.0,27.169999885559083,27.625260169850275,,30.857637800520166,-0.45526028429119236,0.0,0.0,0.0,26.71500015258789
2010-02-05,26.71500015258789,26.264999389648438,26.6200008392334,26.545000076293945,29285000.0,17.79462242126465,0.0,27.112499809265138,27.522378256178243,,28.906745211719,-0.4098784469131047,0.0,0.0,0.0,26.545000076293945
2010-02-08,26.635000228881836,26.28499984741211,26.635000228881836,26.325000762939453,16721200.0,17.64714241027832,0.0,27.027499961853028,27.408342304441213,,26.566001986845762,-0.38084234258818483,0.0,0.0,0.0,26.325000762939453
2010-02-09,27.489999771118164,26.684999465942383,26.844999313354492,27.0049991607666,31495000.0,18.102985382080078,0.0,27.020999908447266,27.369928671710298,,42.1570769470229,-0.34892876326303224,0.0,0.0,0.0,27.0049991607666
2010-02-10,27.299999237060547,26.584999084472656,27.299999237060547,26.895000457763672,18717600.0,18.02924346923828,0.0,26.98500003814697,27.32469741323919,,40.65344815848644,-0.33969737509221787,0.0,0.0,0.0,26.895000457763672
2010-02-11,27.165000915527344,26.635000228881836,26.799999237060547,27.110000610351562,26327200.0,18.173368453979492,0.0,26.98700008392334,27.304250098678462,,44.797851452156664,-0.31725001475512116,0.0,0.0,0.0,27.110000610351562
2010-02-12,27.200000762939453,26.809999465942383,26.959999084472656,26.989999771118164,24640000.0,18.092926025390625,0.0,26.973500061035157,27.274321496053673,,42.993187422583716,-0.3008214350185163,0.0,0.0,0.0,26.989999771118164
2010-02-16,27.40999984741211,26.96500015258789,27.2549991607666,27.40999984741211,19339400.0,18.37447738647461,0.0,26.995499992370604,27.2872432438021,27.515166664123534,50.50808708276919,-0.2917432514314946,0.0,0.0,0.0,27.40999984741211
2010-02-17,27.774999618530273,27.3799991607666,27.405000686645508,27.665000915527344,17064600.0,18.54542350769043,0.0,27.009500122070314,27.323220164918787,27.524833390020557,54.435448261993436,-0.3137200428484732,0.0,0.0,0.0,27.665000915527344
2010-02-18,27.959999084472656,27.575000762939453,27.575000762939453,27.954999923706055,17264600.0,18.73982048034668,0.0,27.06150016784668,27.38338966575567,27.55258606961317,58.47146035309051,-0.32188949790898747,0.0,0.0,0.0,27.954999923706055
2010-02-19,27.950000762939453,27.59000015258789,27.899999618530273,27.860000610351562,18944800.0,18.67613410949707,0.0,27.17600021362305,27.42878118428861,27.572419265789843,56.699661327755564,-0.2527809706655617,0.0,0.0,0.0,27.860000610351562
2010-02-22,27.93000030517578,27.635000228881836,27.899999618530273,27.690000534057617,13487600.0,18.56217384338379,0.0,27.290500259399415,27.453659217599945,27.580005154065187,53.571305934890184,-0.16315895820052972,0.0,0.0,0.0,27.690000534057617
2010-02-23,27.799999237060547,27.395000457763672,27.704999923706055,27.415000915527344,14835600.0,18.37782859802246,0.0,27.3995002746582,27.449977474545413,27.56935971932081,48.8736811081227,-0.050477199887211555,0.0,0.0,0.0,27.415000915527344
2010-02-24,27.59000015258789,27.344999313354492,27.5,27.579999923706055,14470600.0,18.48843765258789,0.0,27.45700035095215,27.462360564941665,27.57004618411986,51.61518642988395,-0.005360213989515472,0.0,0.0,0.0,27.579999923706055
2010-02-25,26.790000915527344,26.30500030517578,26.56999969482422,26.559999465942383,63648600.0,17.80467414855957,0.0,27.42350025177002,27.37642141265602,27.504881879721314,38.03670567333627,0.04707883911400046,0.0,0.0,0.0,26.559999465942383
2010-02-26,26.545000076293945,26.114999771118164,26.545000076293945,26.360000610351562,63095400.0,17.67060089111328,0.0,27.34850025177002,27.279619431484164,27.43101857202004,36.03495714435822,0.0688808202858553,0.0,0.0,0.0,26.360000610351562
2010-03-01,26.684999465942383,26.395000457763672,26.610000610351562,26.635000228881836,39449800.0,17.854949951171875,0.0,27.313000297546388,27.218227126474417,27.379662549882095,40.659285433713116,0.09477317107197081,0.0,0.0,0.0,26.635000228881836
2010-03-02,26.844999313354492,26.575000762939453,26.690000534057617,26.649999618530273,24506200.0,17.865009307861328,0.0,27.237000274658204,27.164110220955926,27.332587522052947,40.910210809044514,0.07289005370227741,0.0,0.0,0.0,26.649999618530273
2010-03-03,27.059999465942383,26.59000015258789,26.649999618530273,26.96500015258789,26574200.0,18.076171875,0.0,27.167000198364256,27.14514735730183,27.308872207893913,46.067968946546934,0.02185284106242591,0.0,0.0,0.0,26.96500015258789
2010-03-04,27.520000457763672,27.15999984741211,27.350000381469727,27.235000610351562,28983200.0,18.257158279418945,0.0,27.09500026702881,27.153704809973235,27.30410629837505,50.08938791418369,-0.05870454294442595,0.0,0.0,0.0,27.235000610351562
2010-03-05,27.475000381469727,27.18000030517578,27.344999313354492,27.350000381469727,24238600.0,18.334259033203125,0.0,27.044000244140626,27.172399626306234,27.307067206961804,51.73997060724341,-0.12839938216560753,0.0,0.0,0.0,27.350000381469727
2010-03-08,27.434999465942383,27.15999984741211,27.360000610351562,27.229999542236328,18915600.0,18.253808975219727,0.0,26.998000144958496,27.17788533258529,27.302095099560162,49.88603202335405,-0.17988518762679462,0.0,0.0,0.0,27.229999542236328
2010-03-09,27.295000076293945,26.975000381469727,27.170000076293945,27.09000015258789,23070000.0,18.15995979309082,0.0,26.96550006866455,27.16951531544268,27.288411554594212,47.73696238741095,-0.20401524677813043,0.0,0.0,0.0,27.09000015258789
2010-03-10,27.184999465942383,27.020000457763672,27.1299991607666,27.100000381469727,21574800.0,18.16666603088379,0.0,26.91750011444092,27.162894845540492,27.276255995037793,47.909585055579115,-0.245394731099573,0.0,0.0,0.0,27.100000381469727
2010-03-11,26.889999389648438,26.5,26.889999389648438,26.799999237060547,29130600.0,18.26207160949707,0.0,26.941500091552733,27.12833335901859,27.24552975258765,43.2901398448464,-0.1868332674658575,0.0,0.0,0.0,26.799999237060547
2010-03-12,26.885000228881836,26.6299991607666,26.844999313354492,26.674999237060547,22334400.0,18.176889419555664,0.0,26.97299995422363,27.085158680736875,27.208721332231065,41.49485467277856,-0.11215872651324332,0.0,0.0,0.0,26.674999237060547
2010-03-15,26.920000076293945,26.684999465942383,26.864999771118164,26.825000762939453,23874000.0,18.27910041809082,0.0,26.992000007629393,27.060381736184738,27.183965166470315,44.470873304253786,-0.06838172855534452,0.0,0.0,0.0,26.825000762939453
2010-03-16,26.934999465942383,26.78499984741211,26.899999618530273,26.850000381469727,22287800.0,18.296144485473633,0.0,27.01200008392334,27.040345416688073,27.162419051308987,44.973259571294044,-0.028345332764732944,0.0,0.0,0.0,26.850000381469727
2010-03-17,26.9950008392334,26.799999237060547,26.90999984741211,26.920000076293945,26074400.0,18.343833923339844,0.0,27.007500076293944,27.028883955698156,27.146779117437053,46.43459121179069,-0.021383879404211825,0.0,0.0,0.0,26.920000076293945
2010-03-18,27.020000457763672,26.8700008392334,26.950000762939453,26.975000381469727,23496200.0,18.381315231323242,0.0,26.98150005340576,27.023752186724018,27.135696618342386,47.61182284496839,-0.04225213331825728,0.0,0.0,0.0,26.975000381469727
2010-03-19,27.530000686645508,26.799999237060547,27.375,27.375,43610800.0,18.653879165649414,0.0,26.98400001525879,27.057204359416968,27.151135546191266,55.30514915669257,-0.073204344158178,0.0,0.0,0.0,27.375
2010-03-22,27.424999237060547,27.200000762939453,27.2450008392334,27.270000457763672,18127400.0,18.58233642578125,0.0,26.988000106811523,27.077470654497606,27.15880425016368,53.10073149630841,-0.08947054768608353,0.0,0.0,0.0,27.270000457763672
2010-03-23,27.670000076293945,27.204999923706055,27.354999542236328,27.649999618530273,19081200.0,18.84126853942871,0.0,27.04400005340576,27.131997222500715,27.190494273929268,59.40683560652197,-0.08799716909495459,0.0,0.0,0.0,27.649999618530273
2010-03-24,27.68000030517578,27.30500030517578,27.610000610351562,27.309999465942383,17052600.0,18.609586715698242,0.0,27.064999961853026,27.148949817114207,27.198204286317214,52.59282611948838,-0.08394985526118148,0.0,0.0,0.0,27.309999465942383
2010-03-25,27.59000015258789,27.325000762939453,27.454999923706055,27.399999618530273,16638800.0,18.67091941833496,0.0,27.125,27.172859322010975,27.21122334000838,54.09384464894235,-0.04785932201097509,0.0,0.0,0.0,27.399999618530273
2010-03-26,27.485000610351562,27.25,27.395000457763672,27.325000762939453,16276800.0,18.619813919067383,0.0,27.190000152587892,27.187348983051784,27.218563818907164,52.59926944175454,0.002651169536108,0.0,0.0,0.0,27.325000762939453
2010-03-29,27.479999542236328,27.334999084472656,27.399999618530273,27.385000228881836,13853600.0,18.66069984436035,1.0,27.24600009918213,27.206172911226076,27.229301651808758,53.701355806263535,0.03982718795605322,1.0,0.0,0.0,27.385000228881836
2010-03-30,27.524999618530273,27.30500030517578,27.450000762939453,27.434999465942383,13631600.0,18.69476890563965,1.0,27.304500007629393,27.227965916437153,27.24257247852706,54.647660437779784,0.07653409119224008,0.0,0.0,0.0,27.434999465942383
2010-03-31,27.645000457763672,27.25,27.395000457763672,27.5,22922000.0,18.73906135559082,1.0,27.3625,27.25387392439552,27.25918070571886,55.90933563639757,0.10862607560448012,0.0,0.0,0.0,27.5
